juego_id,TEMPORADA,Zona,Q,P,lnQ,lnP
127412,22-23,Zona Boing,47,300.0,3.8501476017100584,5.703782474656201
127412,22-23,Zona Elektra,19,300.0,2.9444389791664403,5.703782474656201
127412,22-23,Zona Mercado libre,35,150.0,3.5553480614894135,5.0106352940962555
127412,22-23,Zona Pepsi,53,300.0,3.970291913552122,5.703782474656201
127412,22-23,Zona Sabritas,17,85.0,2.833213344056216,4.442651256490317
127412,22-23,Zona Toyota,23,150.0,3.1354942159291497,5.0106352940962555
127412,22-23,Zona Zapata,20,150.0,2.995732273553991,5.0106352940962555
127413,22-23,Cancha 1,19,1550.0,2.9444389791664403,7.346010209913293
127413,22-23,Cancha 2,30,1400.0,3.4011973816621555,7.24422751560335
127413,22-23,Cancha 3,20,1200.0,2.995732273553991,7.090076835776092
127413,22-23,Cancha Vip 2,10,700.0,2.302585092994046,6.551080335043404
127413,22-23,Front Row Vip,9,1550.0,2.1972245773362196,7.346010209913293
127413,22-23,McCormick,9,200.0,2.1972245773362196,5.298317366548036
127413,22-23,Platea 2,185,300.0,5.220355825078324,5.703782474656201
127413,22-23,Platea Cabecera,17,200.0,2.833213344056216,5.298317366548036
127413,22-23,Platea Cabecera 2,32,150.0,3.4657359027997265,5.0106352940962555
127413,22-23,Preferente,59,600.0,4.07753744390572,6.396929655216146
127413,22-23,Preferente Cabecera,32,450.0,3.4657359027997265,6.1092475827643655
127413,22-23,Preferente Central,191,600.0,5.25227342804663,6.396929655216146
127413,22-23,Preferente Tunel,76,600.0,4.330733340286331,6.396929655216146
127413,22-23,Zona Boing,40,350.0,3.6888794541139363,5.857933154483459
127413,22-23,Zona Elektra,42,350.0,3.7376696182833684,5.857933154483459
127413,22-23,Zona Mercado libre,53,350.0,3.970291913552122,5.857933154483459
127413,22-23,Zona Pepsi,40,350.0,3.6888794541139363,5.857933154483459
127413,22-23,Zona Toyota,32,350.0,3.4657359027997265,5.857933154483459
127413,22-23,Zona Zapata,72,350.0,4.276666119016055,5.857933154483459
127414,22-23,Cancha 1,11,1325.0,2.3978952727983707,7.1891677384203225
127414,22-23,Cancha 2,22,840.0,3.091042453358316,6.733401891837359
127414,22-23,Cancha 3,10,512.0,2.302585092994046,6.238324625039508
127414,22-23,Cancha Vip 2,8,600.0,2.0794415416798357,6.396929655216146
127414,22-23,Front Row Vip,10,662.0,2.302585092994046,6.495265555937008
127414,22-23,Platea 2,153,255.0,5.030437921392435,5.541263545158426
127414,22-23,Preferente,13,262.0,2.5649493574615367,5.568344503761097
127414,22-23,Preferente Cabecera,26,390.0,3.258096538021482,5.966146739123692
127414,22-23,Preferente Central,145,525.0,4.976733742420574,6.263398262591624
127414,22-23,Zona Boing,57,150.0,4.04305126783455,5.0106352940962555
127414,22-23,Zona Elektra,26,150.0,3.258096538021482,5.0106352940962555
127414,22-23,Zona Mercado libre,6,150.0,1.791759469228055,5.0106352940962555
127414,22-23,Zona Pepsi,59,150.0,4.07753744390572,5.0106352940962555
127414,22-23,Zona Toyota,5,150.0,1.6094379124341003,5.0106352940962555
127414,22-23,Zona Zapata,35,300.0,3.5553480614894135,5.703782474656201
127415,22-23,Banco Azteca,78,200.0,4.356708826689592,5.298317366548036
127415,22-23,Barrera Cabecera,631,50.0,6.447305862541213,3.912023005428146
127415,22-23,Barrera Central,247,50.0,5.5093883366279774,3.912023005428146
127415,22-23,Butaca Cabecera,290,50.0,5.66988092298052,3.912023005428146
127415,22-23,Butaca Cabecera 2,53,50.0,3.970291913552122,3.912023005428146
127415,22-23,Butaca Central,1687,50.0,7.430707082545968,3.912023005428146
127415,22-23,Cancha 1,22,1550.0,3.091042453358316,7.346010209913293
127415,22-23,Cancha 2,46,1400.0,3.828641396489095,7.24422751560335
127415,22-23,Cancha 3,51,1200.0,3.9318256327243257,7.090076835776092
127415,22-23,Cancha Vip 2,9,1120.0,2.1972245773362196,7.02108396428914
127415,22-23,General,22,50.0,3.091042453358316,3.912023005428146
127415,22-23,McCormick,41,200.0,3.713572066704308,5.298317366548036
127415,22-23,Platea 2,362,300.0,5.8916442118257715,5.703782474656201
127415,22-23,Platea Cabecera,283,200.0,5.645446897643238,5.298317366548036
127415,22-23,Platea Cabecera 2,371,150.0,5.916202062607435,5.0106352940962555
127415,22-23,Preferente,134,600.0,4.897839799950911,6.396929655216146
127415,22-23,Preferente Cabecera,79,450.0,4.3694478524670215,6.1092475827643655
127415,22-23,Preferente Central,239,600.0,5.476463551931511,6.396929655216146
127415,22-23,Preferente Fondo,14,450.0,2.6390573296152584,6.1092475827643655
127415,22-23,Preferente Tunel,11,600.0,2.3978952727983707,6.396929655216146
127415,22-23,Zona Boing,63,350.0,4.143134726391533,5.857933154483459
127415,22-23,Zona Elektra,50,350.0,3.912023005428146,5.857933154483459
127415,22-23,Zona Mercado libre,77,350.0,4.343805421853684,5.857933154483459
127415,22-23,Zona Miniso,42,200.0,3.7376696182833684,5.298317366548036
127415,22-23,Zona Pepsi,63,350.0,4.143134726391533,5.857933154483459
127415,22-23,Zona Sabritas,41,200.0,3.713572066704308,5.298317366548036
127415,22-23,Zona Toyota,64,350.0,4.1588830833596715,5.857933154483459
127415,22-23,Zona Zapata,47,350.0,3.8501476017100584,5.857933154483459
127416,22-23,Barrera Cabecera,646,50.0,6.470799503782602,3.912023005428146
127416,22-23,Barrera Central,277,50.0,5.6240175061873385,3.912023005428146
127416,22-23,Butaca Cabecera,84,50.0,4.430816798843313,3.912023005428146
127416,22-23,Butaca Central,1347,50.0,7.205635176410364,3.912023005428146
127416,22-23,Cancha 1,21,1550.0,3.044522437723423,7.346010209913293
127416,22-23,Cancha 2,37,1400.0,3.6109179126442243,7.24422751560335
127416,22-23,Cancha 3,65,1200.0,4.174387269895637,7.090076835776092
127416,22-23,Cancha Vip 2,15,1400.0,2.70805020110221,7.24422751560335
127416,22-23,Front Row Vip,16,1550.0,2.772588722239781,7.346010209913293
127416,22-23,McCormick,81,200.0,4.394449154672439,5.298317366548036
127416,22-23,Platea 2,292,300.0,5.676753802268282,5.703782474656201
127416,22-23,Platea Cabecera,246,200.0,5.5053315359323625,5.298317366548036
127416,22-23,Platea Cabecera 2,368,150.0,5.908082938168931,5.0106352940962555
127416,22-23,Preferente,115,600.0,4.74493212836325,6.396929655216146
127416,22-23,Preferente Cabecera,166,450.0,5.111987788356544,6.1092475827643655
127416,22-23,Preferente Central,221,600.0,5.3981627015177525,6.396929655216146
127416,22-23,Preferente Tunel,94,600.0,4.543294782270004,6.396929655216146
127416,22-23,Zona Boing,28,350.0,3.332204510175204,5.857933154483459
127416,22-23,Zona Elektra,33,350.0,3.4965075614664802,5.857933154483459
127416,22-23,Zona Mercado libre,55,350.0,4.007333185232471,5.857933154483459
127416,22-23,Zona Pepsi,44,350.0,3.784189633918261,5.857933154483459
127416,22-23,Zona Toyota,47,350.0,3.8501476017100584,5.857933154483459
127416,22-23,Zona Zapata,75,350.0,4.31748811353631,5.857933154483459
127417,22-23,Barrera Cabecera,321,50.0,5.771441123130016,3.912023005428146
127417,22-23,Barrera Central,277,50.0,5.6240175061873385,3.912023005428146
127417,22-23,Butaca Central,601,50.0,6.398594934535208,3.912023005428146
127417,22-23,Cancha 1,24,993.5,3.1780538303479458,6.901234061991872
127417,22-23,Cancha 2,31,1200.0,3.4339872044851463,7.090076835776092
127417,22-23,Cancha 3,39,1025.0,3.6635616461296463,6.932447891572509
127417,22-23,Cancha Vip 2,7,1200.0,1.9459101490553132,7.090076835776092
127417,22-23,Cancha Vip 3,5,512.0,1.6094379124341003,6.238324625039508
127417,22-23,Front Row Vip,19,1325.0,2.9444389791664403,7.1891677384203225
127417,22-23,McCormick,81,170.0,4.394449154672439,5.135798437050262
127417,22-23,Platea 2,289,255.0,5.666426688112432,5.541263545158426
127417,22-23,Platea Cabecera,247,170.0,5.5093883366279774,5.135798437050262
127417,22-23,Platea Cabecera 2,153,128.0,5.030437921392435,4.852030263919617
127417,22-23,Preferente,110,525.0,4.700480365792417,6.263398262591624
127417,22-23,Preferente Cabecera,143,390.0,4.962844630259907,5.966146739123692
127417,22-23,Preferente Central,204,525.0,5.318119993844216,6.263398262591624
127417,22-23,Preferente Tunel,89,525.0,4.48863636973214,6.263398262591624
127417,22-23,Zona Boing,50,300.0,3.912023005428146,5.703782474656201
127417,22-23,Zona Elektra,17,300.0,2.833213344056216,5.703782474656201
127417,22-23,Zona Mercado libre,60,300.0,4.0943445622221,5.703782474656201
127417,22-23,Zona Pepsi,31,300.0,3.4339872044851463,5.703782474656201
127417,22-23,Zona Toyota,38,300.0,3.6375861597263857,5.703782474656201
127417,22-23,Zona Zapata,73,300.0,4.290459441148391,5.703782474656201
161537,23-24,Banco Azteca,93,240.0,4.532599493153256,5.480638923341991
161537,23-24,Barrera Cabecera,586,146.0,6.373319789577012,4.983606621708336
161537,23-24,Barrera Central,277,220.0,5.6240175061873385,5.393627546352362
161537,23-24,Butaca Cabecera,659,72.0,6.490723534502507,4.276666119016055
161537,23-24,Butaca Cabecera 2,26,72.0,3.258096538021482,4.276666119016055
161537,23-24,Butaca Central,1727,96.0,7.454141078146678,4.564348191467836
161537,23-24,Cancha 1,11,2600.0,2.3978952727983707,7.8632667240095735
161537,23-24,Cancha 2,17,2600.0,2.833213344056216,7.8632667240095735
161537,23-24,Cancha 3,46,1868.0,3.828641396489095,7.532623618788788
161537,23-24,Cancha 4,47,1680.0,3.8501476017100584,7.426549072397305
161537,23-24,Cancha Vip 2,33,2159.0,3.4965075614664802,7.677400430514807
161537,23-24,Cancha Vip 3,8,3413.0,2.0794415416798357,8.135346948906706
161537,23-24,Front Row Vip,9,2600.0,2.1972245773362196,7.8632667240095735
161537,23-24,McCormick,87,240.0,4.465908118654584,5.480638923341991
161537,23-24,Platea 2,435,360.0,6.075346031088684,5.886104031450156
161537,23-24,Platea Cabecera,297,240.0,5.6937321388027,5.480638923341991
161537,23-24,Platea Cabecera 2,776,228.0,6.654152520183219,5.429345628954441
161537,23-24,Preferente,195,720.0,5.272999558563747,6.579251212010101
161537,23-24,Preferente Cabecera,209,540.0,5.342334251964811,6.29156913955832
161537,23-24,Preferente Central,278,900.0,5.627621113690637,6.802394763324311
161537,23-24,Preferente Fondo,78,468.0,4.356708826689592,6.148468295917647
161537,23-24,Preferente Tunel,286,540.0,5.655991810819852,6.29156913955832
161537,23-24,Superpalcos,37,348.0,3.6109179126442243,5.8522024797744745
161537,23-24,Zona Boing,80,468.0,4.382026634673881,6.148468295917647
161537,23-24,Zona Elektra,8,294.0,2.0794415416798357,5.683579767338681
161537,23-24,Zona Mercado libre,85,420.0,4.442651256490317,6.040254711277414
161537,23-24,Zona Miniso,70,240.0,4.248495242049359,5.480638923341991
161537,23-24,Zona Pepsi,79,468.0,4.3694478524670215,6.148468295917647
161537,23-24,Zona Sabritas,70,240.0,4.248495242049359,5.480638923341991
161537,23-24,Zona Toyota,89,420.0,4.48863636973214,6.040254711277414
161537,23-24,Zona Zapata,88,420.0,4.477336814478207,6.040254711277414
161646,23-24,Banco Azteca,12,200.0,2.4849066497880004,5.298317366548036
161646,23-24,Barrera Cabecera,184,122.0,5.214935757608986,4.804021044733257
161646,23-24,Barrera Central,247,183.0,5.5093883366279774,5.209486152841421
161646,23-24,Butaca Cabecera,190,60.0,5.247024072160486,4.0943445622221
161646,23-24,Butaca Central,792,80.0,6.674561391814426,4.382026634673881
161646,23-24,Cancha 1,25,1989.0,3.2188758248682006,7.5953872788539725
161646,23-24,Cancha 2,16,2167.0,2.772588722239781,7.681099001536359
161646,23-24,Cancha 4,21,1400.0,3.044522437723423,7.24422751560335
161646,23-24,Cancha Vip 3,8,2438.0,2.0794415416798357,7.798933310041217
161646,23-24,Front Row Vip,14,1989.0,2.6390573296152584,7.5953872788539725
161646,23-24,McCormick,86,200.0,4.454347296253507,5.298317366548036
161646,23-24,Platea 2,325,300.0,5.783825182329737,5.703782474656201
161646,23-24,Platea Cabecera,278,200.0,5.627621113690637,5.298317366548036
161646,23-24,Platea Cabecera 2,68,190.0,4.219507705176107,5.247024072160486
161646,23-24,Preferente,141,600.0,4.948759890378168,6.396929655216146
161646,23-24,Preferente Cabecera,96,450.0,4.564348191467836,6.1092475827643655
161646,23-24,Preferente Central,257,750.0,5.54907608489522,6.620073206530356
161646,23-24,Preferente Tunel,177,450.0,5.176149732573829,6.1092475827643655
161646,23-24,Superpalcos,17,290.0,2.833213344056216,5.66988092298052
161646,23-24,Zona Boing,80,390.0,4.382026634673881,5.966146739123692
161646,23-24,Zona Elektra,87,350.0,4.465908118654584,5.857933154483459
161646,23-24,Zona Mercado libre,85,350.0,4.442651256490317,5.857933154483459
161646,23-24,Zona Miniso,40,200.0,3.6888794541139363,5.298317366548036
161646,23-24,Zona Pepsi,79,390.0,4.3694478524670215,5.966146739123692
161646,23-24,Zona Sabritas,15,200.0,2.70805020110221,5.298317366548036
161646,23-24,Zona Toyota,89,350.0,4.48863636973214,5.857933154483459
161646,23-24,Zona Zapata,88,390.0,4.477336814478207,5.966146739123692
161647,23-24,Banco Azteca,7,140.0,1.9459101490553132,4.941642422609304
161647,23-24,Barrera Cabecera,63,91.0,4.143134726391533,4.51085950651685
161647,23-24,Barrera Central,213,137.0,5.3612921657094255,4.919980925828125
161647,23-24,Butaca Central,281,50.0,5.638354669333745,3.912023005428146
161647,23-24,Cancha 1,13,1492.0,2.5649493574615367,7.307872780763706
161647,23-24,Cancha 2,19,1625.0,2.9444389791664403,7.393263094763838
161647,23-24,Cancha 3,15,584.0,2.70805020110221,6.369900982828227
161647,23-24,Cancha 4,16,750.0,2.772588722239781,6.620073206530356
161647,23-24,Cancha Vip 2,6,674.0,1.791759469228055,6.513230110912307
161647,23-24,Cancha Vip 3,12,1280.0,2.4849066497880004,7.154615356913663
161647,23-24,Cancha Vip 4,8,812.0,2.0794415416798357,6.699500340161678
161647,23-24,Front Row Vip,19,1492.0,2.9444389791664403,7.307872780763706
161647,23-24,McCormick,6,109.0,1.791759469228055,4.6913478822291435
161647,23-24,Platea 2,256,210.0,5.545177444479562,5.3471075307174685
161647,23-24,Platea Cabecera,175,140.0,5.1647859739235145,4.941642422609304
161647,23-24,Platea Cabecera 2,17,164.0,2.833213344056216,5.099866427824199
161647,23-24,Preferente,94,425.0,4.543294782270004,6.052089168924417
161647,23-24,Preferente Cabecera,24,325.0,3.1780538303479458,5.783825182329737
161647,23-24,Preferente Central,234,550.0,5.455321115357702,6.309918278226516
161647,23-24,Preferente Fondo,8,293.0,2.0794415416798357,5.680172609017068
161647,23-24,Preferente Tunel,148,325.0,4.997212273764115,5.783825182329737
161647,23-24,Superpalcos,5,218.0,1.6094379124341003,5.384495062789089
161647,23-24,Zona Boing,78,293.0,4.356708826689592,5.680172609017068
161647,23-24,Zona Elektra,70,245.0,4.248495242049359,5.501258210544727
161647,23-24,Zona Mercado libre,76,245.0,4.330733340286331,5.501258210544727
161647,23-24,Zona Miniso,26,140.0,3.258096538021482,4.941642422609304
161647,23-24,Zona Pepsi,77,293.0,4.343805421853684,5.680172609017068
161647,23-24,Zona Sabritas,19,140.0,2.9444389791664403,4.941642422609304
161647,23-24,Zona Toyota,51,245.0,3.9318256327243257,5.501258210544727
161647,23-24,Zona Zapata,62,146.0,4.127134385045092,4.983606621708336
161648,23-24,Banco Azteca,6,200.0,1.791759469228055,5.298317366548036
161648,23-24,Barrera Cabecera,146,122.0,4.983606621708336,4.804021044733257
161648,23-24,Barrera Central,252,183.0,5.529429087511423,5.209486152841421
161648,23-24,Butaca Cabecera,261,60.0,5.564520407322694,4.0943445622221
161648,23-24,Butaca Central,843,80.0,6.736966958001855,4.382026634673881
161648,23-24,Cancha 1,14,1989.0,2.6390573296152584,7.5953872788539725
161648,23-24,Cancha 2,17,2167.0,2.833213344056216,7.681099001536359
161648,23-24,Cancha 3,16,1557.0,2.772588722239781,7.350516171833998
161648,23-24,Cancha 4,30,1400.0,3.4011973816621555,7.24422751560335
161648,23-24,Cancha Vip 2,8,2979.0,2.0794415416798357,7.999342952713282
161648,23-24,Cancha Vip 3,13,2438.0,2.5649493574615367,7.798933310041217
161648,23-24,Front Row Vip,17,1989.0,2.833213344056216,7.5953872788539725
161648,23-24,McCormick,87,200.0,4.465908118654584,5.298317366548036
161648,23-24,Platea 2,444,300.0,6.095824562432225,5.703782474656201
161648,23-24,Platea Cabecera,380,200.0,5.940171252720432,5.298317366548036
161648,23-24,Platea Cabecera 2,233,190.0,5.4510384535657,5.247024072160486
161648,23-24,Preferente,172,600.0,5.147494476813453,6.396929655216146
161648,23-24,Preferente Cabecera,194,450.0,5.267858159063328,6.1092475827643655
161648,23-24,Preferente Central,278,750.0,5.627621113690637,6.620073206530356
161648,23-24,Preferente Fondo,10,390.0,2.302585092994046,5.966146739123692
161648,23-24,Preferente Tunel,221,600.0,5.3981627015177525,6.396929655216146
161648,23-24,Zona Boing,80,390.0,4.382026634673881,5.966146739123692
161648,23-24,Zona Elektra,87,350.0,4.465908118654584,5.857933154483459
161648,23-24,Zona Mercado libre,79,350.0,4.3694478524670215,5.857933154483459
161648,23-24,Zona Miniso,14,200.0,2.6390573296152584,5.298317366548036
161648,23-24,Zona Pepsi,79,390.0,4.3694478524670215,5.966146739123692
161648,23-24,Zona Toyota,89,350.0,4.48863636973214,5.857933154483459
161648,23-24,Zona Zapata,79,390.0,4.3694478524670215,5.966146739123692
161649,23-24,Barrera Cabecera,61,104.0,4.110873864173311,4.6443908991413725
161649,23-24,Barrera Central,159,156.0,5.0689042022202315,5.049856007249537
161649,23-24,Butaca Central,309,60.0,5.733341276897746,4.0943445622221
161649,23-24,Cancha 1,21,1691.0,3.044522437723423,7.43307534889858
161649,23-24,Cancha 2,14,1529.0,2.6390573296152584,7.332369205929062
161649,23-24,Cancha 3,13,1323.0,2.5649493574615367,7.187657164114956
161649,23-24,Cancha 4,20,1200.0,2.995732273553991,7.090076835776092
161649,23-24,Cancha Vip 3,10,2072.0,2.302585092994046,7.6362696033793735
161649,23-24,Cancha Vip 4,6,1842.0,1.791759469228055,7.518607216815252
161649,23-24,Front Row Vip,16,2993.0,2.772588722239781,8.0040315078527
161649,23-24,McCormick,60,170.0,4.0943445622221,5.135798437050262
161649,23-24,Platea 2,220,255.0,5.393627546352362,5.541263545158426
161649,23-24,Platea Cabecera,120,170.0,4.787491742782046,5.135798437050262
161649,23-24,Platea Cabecera 2,30,185.0,3.4011973816621555,5.220355825078324
161649,23-24,Preferente,137,525.0,4.919980925828125,6.263398262591624
161649,23-24,Preferente Cabecera,58,390.0,4.060443010546419,5.966146739123692
161649,23-24,Preferente Central,199,600.0,5.293304824724492,6.396929655216146
161649,23-24,Preferente Tunel,146,525.0,4.983606621708336,6.263398262591624
161649,23-24,Zona Boing,65,332.0,4.174387269895637,5.805134968916488
161649,23-24,Zona Elektra,65,300.0,4.174387269895637,5.703782474656201
161649,23-24,Zona Mercado libre,68,300.0,4.219507705176107,5.703782474656201
161649,23-24,Zona Pepsi,63,332.0,4.143134726391533,5.805134968916488
161649,23-24,Zona Toyota,59,300.0,4.07753744390572,5.703782474656201
161649,23-24,Zona Zapata,45,332.0,3.8066624897703196,5.805134968916488
161650,23-24,Barrera Cabecera,168,122.0,5.123963979403259,4.804021044733257
161650,23-24,Barrera Central,251,183.0,5.5254529391317835,5.209486152841421
161650,23-24,Butaca Cabecera,166,60.0,5.111987788356544,4.0943445622221
161650,23-24,Butaca Cabecera 2,43,60.0,3.7612001156935624,4.0943445622221
161650,23-24,Butaca Central,492,80.0,6.198478716492308,4.382026634673881
161650,23-24,Cancha 1,7,1989.0,1.9459101490553132,7.5953872788539725
161650,23-24,Cancha 3,5,1557.0,1.6094379124341003,7.350516171833998
161650,23-24,Cancha 4,11,1400.0,2.3978952727983707,7.24422751560335
161650,23-24,Cancha Vip 2,7,1439.0,1.9459101490553132,7.271703706887368
161650,23-24,Cancha Vip 4,5,2167.0,1.6094379124341003,7.681099001536359
161650,23-24,Front Row Vip,12,3521.0,2.4849066497880004,8.166500319155052
161650,23-24,McCormick,64,320.0,4.1588830833596715,5.768320995793772
161650,23-24,Platea 2,161,450.0,5.081404364984463,6.1092475827643655
161650,23-24,Platea Cabecera,128,320.0,4.852030263919617,5.768320995793772
161650,23-24,Platea Cabecera 2,128,270.0,4.852030263919617,5.598421958998375
161650,23-24,Preferente,140,600.0,4.941642422609304,6.396929655216146
161650,23-24,Preferente Cabecera,62,550.0,4.127134385045092,6.309918278226516
161650,23-24,Preferente Central,256,750.0,5.545177444479562,6.620073206530356
161650,23-24,Preferente Fondo,11,450.0,2.3978952727983707,6.1092475827643655
161650,23-24,Preferente Tunel,109,600.0,4.6913478822291435,6.396929655216146
161650,23-24,Superpalcos,43,290.0,3.7612001156935624,5.66988092298052
161650,23-24,Zona Boing,78,550.0,4.356708826689592,6.309918278226516
161650,23-24,Zona Elektra,13,550.0,2.5649493574615367,6.309918278226516
161650,23-24,Zona Mercado libre,33,550.0,3.4965075614664802,6.309918278226516
161650,23-24,Zona Pepsi,61,550.0,4.110873864173311,6.309918278226516
161650,23-24,Zona Toyota,7,550.0,1.9459101490553132,6.309918278226516
161651,23-24,Barrera Cabecera,18,104.0,2.8903717578961645,4.6443908991413725
161651,23-24,Barrera Central,234,156.0,5.455321115357702,5.049856007249537
161651,23-24,Butaca Cabecera,44,55.0,3.784189633918261,4.007333185232471
161651,23-24,Butaca Central,351,60.0,5.860786223465865,4.0943445622221
161651,23-24,Cancha 1,24,845.0,3.1780538303479458,6.739336627357174
161651,23-24,Cancha 2,27,1842.0,3.295836866004329,7.518607216815252
161651,23-24,Cancha 3,26,661.0,3.258096538021482,6.493753839851686
161651,23-24,Cancha 4,22,600.0,3.091042453358316,6.396929655216146
161651,23-24,Cancha Vip 2,10,1266.0,2.302585092994046,7.143617602704121
161651,23-24,Cancha Vip 3,10,2072.0,2.302585092994046,7.6362696033793735
161651,23-24,Front Row Vip,18,845.0,2.8903717578961645,6.739336627357174
161651,23-24,McCormick,36,275.0,3.58351893845611,5.616771097666572
161651,23-24,Platea 2,348,160.0,5.8522024797744745,5.075173815233827
161651,23-24,Platea Cabecera,70,275.0,4.248495242049359,5.616771097666572
161651,23-24,Platea Cabecera 2,86,200.0,4.454347296253507,5.298317366548036
161651,23-24,Preferente,102,550.0,4.624972813284271,6.309918278226516
161651,23-24,Preferente Cabecera,26,225.0,3.258096538021482,5.41610040220442
161651,23-24,Preferente Central,262,325.0,5.568344503761097,5.783825182329737
161651,23-24,Preferente Fondo,18,175.0,2.8903717578961645,5.1647859739235145
161651,23-24,Preferente Tunel,179,275.0,5.187385805840755,5.616771097666572
161651,23-24,Zona Boing,76,225.0,4.330733340286331,5.41610040220442
161651,23-24,Zona Elektra,22,450.0,3.091042453358316,6.1092475827643655
161651,23-24,Zona Mercado libre,40,225.0,3.6888794541139363,5.41610040220442
161651,23-24,Zona Pepsi,77,225.0,4.343805421853684,5.41610040220442
161651,23-24,Zona Toyota,16,450.0,2.772588722239781,6.1092475827643655
161651,23-24,Zona Zapata,8,225.0,2.0794415416798357,5.41610040220442
161652,23-24,Banco Azteca,37,320.0,3.6109179126442243,5.768320995793772
161652,23-24,Barrera Cabecera,358,122.0,5.8805329864007,4.804021044733257
161652,23-24,Barrera Central,251,183.0,5.5254529391317835,5.209486152841421
161652,23-24,Butaca Cabecera,161,60.0,5.081404364984463,4.0943445622221
161652,23-24,Butaca Cabecera 2,18,60.0,2.8903717578961645,4.0943445622221
161652,23-24,Butaca Central,905,80.0,6.807934943699926,4.382026634673881
161652,23-24,Cancha 1,15,1989.0,2.70805020110221,7.5953872788539725
161652,23-24,Cancha 2,15,2167.0,2.70805020110221,7.681099001536359
161652,23-24,Cancha 3,8,1557.0,2.0794415416798357,7.350516171833998
161652,23-24,Cancha 4,16,1400.0,2.772588722239781,7.24422751560335
161652,23-24,Cancha Vip 2,6,2979.0,1.791759469228055,7.999342952713282
161652,23-24,Front Row Vip,14,3521.0,2.6390573296152584,8.166500319155052
161652,23-24,McCormick,70,320.0,4.248495242049359,5.768320995793772
161652,23-24,Platea 2,367,450.0,5.905361848054571,6.1092475827643655
161652,23-24,Platea Cabecera,205,320.0,5.3230099791384085,5.768320995793772
161652,23-24,Platea Cabecera 2,246,270.0,5.5053315359323625,5.598421958998375
161652,23-24,Preferente,128,650.0,4.852030263919617,6.476972362889683
161652,23-24,Preferente Cabecera,93,550.0,4.532599493153256,6.309918278226516
161652,23-24,Preferente Central,253,750.0,5.53338948872752,6.620073206530356
161652,23-24,Preferente Fondo,26,450.0,3.258096538021482,6.1092475827643655
161652,23-24,Preferente Tunel,182,550.0,5.204006687076795,6.309918278226516
161652,23-24,Zona Boing,79,550.0,4.3694478524670215,6.309918278226516
161652,23-24,Zona Elektra,61,550.0,4.110873864173311,6.309918278226516
161652,23-24,Zona Mercado libre,52,550.0,3.9512437185814275,6.309918278226516
161652,23-24,Zona Miniso,9,320.0,2.1972245773362196,5.768320995793772
161652,23-24,Zona Pepsi,76,550.0,4.330733340286331,6.309918278226516
161652,23-24,Zona Toyota,49,550.0,3.8918202981106265,6.309918278226516
161652,23-24,Zona Zapata,42,550.0,3.7376696182833684,6.309918278226516
161653,23-24,Banco Azteca,35,320.0,3.5553480614894135,5.768320995793772
161653,23-24,Barrera Cabecera,440,122.0,6.0867747269123065,4.804021044733257
161653,23-24,Barrera Central,250,183.0,5.521460917862246,5.209486152841421
161653,23-24,Butaca Cabecera,168,60.0,5.123963979403259,4.0943445622221
161653,23-24,Butaca Central,943,80.0,6.849066282633458,4.382026634673881
161653,23-24,Cancha 1,16,1989.0,2.772588722239781,7.5953872788539725
161653,23-24,Cancha 2,11,2167.0,2.3978952727983707,7.681099001536359
161653,23-24,Cancha 4,29,1400.0,3.367295829986474,7.24422751560335
161653,23-24,Front Row Vip,12,1989.0,2.4849066497880004,7.5953872788539725
161653,23-24,McCormick,82,320.0,4.406719247264253,5.768320995793772
161653,23-24,Platea 2,339,450.0,5.82600010738045,6.1092475827643655
161653,23-24,Platea Cabecera,210,320.0,5.3471075307174685,5.768320995793772
161653,23-24,Platea Cabecera 2,244,270.0,5.497168225293202,5.598421958998375
161653,23-24,Preferente,133,650.0,4.890349128221754,6.476972362889683
161653,23-24,Preferente Cabecera,41,550.0,3.713572066704308,6.309918278226516
161653,23-24,Preferente Central,231,750.0,5.442417710521793,6.620073206530356
161653,23-24,Preferente Fondo,96,450.0,4.564348191467836,6.1092475827643655
161653,23-24,Preferente Tunel,158,650.0,5.062595033026967,6.476972362889683
161653,23-24,Zona Boing,70,550.0,4.248495242049359,6.309918278226516
161653,23-24,Zona Elektra,69,550.0,4.23410650459726,6.309918278226516
161653,23-24,Zona Mercado libre,56,550.0,4.02535169073515,6.309918278226516
161653,23-24,Zona Pepsi,70,550.0,4.248495242049359,6.309918278226516
161653,23-24,Zona Toyota,56,550.0,4.02535169073515,6.309918278226516
161653,23-24,Zona Zapata,54,550.0,3.9889840465642745,6.309918278226516
161654,23-24,Banco Azteca,20,320.0,2.995732273553991,5.768320995793772
161654,23-24,Barrera Cabecera,288,122.0,5.662960480135946,4.804021044733257
161654,23-24,Barrera Central,250,183.0,5.521460917862246,5.209486152841421
161654,23-24,Butaca Cabecera,142,60.0,4.955827057601261,4.0943445622221
161654,23-24,Butaca Central,605,80.0,6.405228458030842,4.382026634673881
161654,23-24,Cancha 1,21,1989.0,3.044522437723423,7.5953872788539725
161654,23-24,Cancha 2,12,2167.0,2.4849066497880004,7.681099001536359
161654,23-24,Cancha Vip 3,11,2438.0,2.3978952727983707,7.798933310041217
161654,23-24,Cancha Vip 4,6,2167.0,1.791759469228055,7.681099001536359
161654,23-24,Front Row Vip,8,2755.0,2.0794415416798357,7.9211727215870145
